feedback_id,brand,source,timestamp,text,engagement_metrics,geo_location
FDBK-MAR-30325,Maruti,Instagram,2025-04-11 10:42:36,The Ignis feels overpriced for what it offers.,"{'likes': 62, 'shares': 71, 'comments': 48}",Pune
FDBK-MAR-30326,Maruti,Twitter,2025-06-15 01:43:56,"Considering buying the Grand Vitara, still comparing options.","{'likes': 404, 'shares': 58, 'comments': 11}",Bengaluru
FDBK-MAR-30327,Maruti,Twitter,2024-11-18 09:31:59,Service delays are frustrating at Maruti dealership.,"{'likes': 41, 'shares': 84, 'comments': 42}",Patna
FDBK-MAR-30328,Maruti,Twitter,2024-05-08 19:48:58,Facing issues with AC in my Fronx.,"{'likes': 274, 'shares': 96, 'comments': 22}",Jaipur
FDBK-MAR-30329,Maruti,Instagram,2024-04-18 00:39:36,"Loving my new WagonR, smooth ride and great features!","{'likes': 190, 'shares': 11, 'comments': 16}",Mumbai
FDBK-MAR-30330,Maruti,YouTubeComment,2024-04-11 10:08:40,"Visited dealer to check Ignis, staff was okay.","{'likes': 235, 'shares': 13, 'comments': 3}",Surat
FDBK-MAR-30331,Maruti,Facebook,2024-01-30 22:58:18,The Dzire is value for money and feature-rich.,"{'likes': 218, 'shares': 6, 'comments': 15}",Nagpur
FDBK-MAR-30332,Maruti,Instagram,2024-09-13 11:19:32,"Loving my new Brezza, smooth ride and great features!","{'likes': 266, 'shares': 88, 'comments': 47}",Hyderabad
FDBK-MAR-30333,Maruti,DealerSurvey,2025-07-31 16:37:38,Very satisfied with the mileage on my Dzire.,"{'likes': 154, 'shares': 96, 'comments': 7}",Hyderabad
FDBK-MAR-30334,Maruti,Twitter,2025-07-26 04:54:37,"Test drove the Ignis, decent experience.","{'likes': 116, 'shares': 73, 'comments': 20}",Chandigarh
FDBK-MAR-30335,Maruti,DealerSurvey,2025-07-12 18:36:37,Mileage of my Ertiga is not as expected.,"{'likes': 481, 'shares': 90, 'comments': 35}",Delhi
FDBK-MAR-30336,Maruti,Instagram,2025-03-06 21:11:13,Great service from Maruti dealer when I bought my Alto.,"{'likes': 318, 'shares': 85, 'comments': 43}",Mumbai
FDBK-MAR-30337,Maruti,Facebook,2024-05-04 03:33:45,Not happy with the after-sales service for my Dzire.,"{'likes': 456, 'shares': 29, 'comments': 30}",Nagpur
FDBK-MAR-30338,Maruti,Facebook,2024-09-04 20:13:45,"Loving my new Baleno, smooth ride and great features!","{'likes': 126, 'shares': 2, 'comments': 44}",Jaipur
FDBK-MAR-30339,Maruti,Facebook,2024-11-03 19:05:58,Very satisfied with the mileage on my Swift.,"{'likes': 10, 'shares': 27, 'comments': 0}",Lucknow
FDBK-MAR-30340,Maruti,DealerSurvey,2025-02-01 02:06:12,Mileage of my WagonR is not as expected.,"{'likes': 74, 'shares': 62, 'comments': 10}",Hyderabad
FDBK-MAR-30341,Maruti,DealerSurvey,2025-08-13 08:55:52,"Saw new Ignis campaign online, looks interesting.","{'likes': 349, 'shares': 8, 'comments': 35}",Nagpur
FDBK-MAR-30342,Maruti,Twitter,2025-05-27 05:27:41,Not happy with the after-sales service for my Swift.,"{'likes': 45, 'shares': 59, 'comments': 34}",Surat
FDBK-MAR-30343,Maruti,DealerReview,2025-05-05 21:15:38,"The Swift has good design, waiting for more reviews.","{'likes': 270, 'shares': 71, 'comments': 29}",Indore
FDBK-MAR-30344,Maruti,Twitter,2024-09-14 14:53:15,Very satisfied with the mileage on my Ignis.,"{'likes': 180, 'shares': 95, 'comments': 20}",Chandigarh
FDBK-MAR-30345,Maruti,Facebook,2024-06-27 21:10:50,Facing issues with AC in my Grand Vitara.,"{'likes': 450, 'shares': 10, 'comments': 26}",Kolkata
FDBK-MAR-30346,Maruti,DealerReview,2024-04-05 10:17:10,Great service from Maruti dealer when I bought my Fronx.,"{'likes': 385, 'shares': 45, 'comments': 41}",Indore
FDBK-MAR-30347,Maruti,Twitter,2024-03-12 00:46:47,The WagonR feels overpriced for what it offers.,"{'likes': 492, 'shares': 94, 'comments': 48}",Jaipur
FDBK-MAR-30348,Maruti,DealerSurvey,2024-06-01 10:19:52,"Test drove the Grand Vitara, decent experience.","{'likes': 439, 'shares': 36, 'comments': 26}",Chennai
FDBK-MAR-30349,Maruti,Facebook,2025-04-01 20:08:08,The Grand Vitara is value for money and feature-rich.,"{'likes': 97, 'shares': 67, 'comments': 24}",Nagpur
FDBK-MAR-30350,Maruti,YouTubeComment,2025-04-25 17:11:08,The WagonR feels overpriced for what it offers.,"{'likes': 222, 'shares': 90, 'comments': 34}",Indore
FDBK-MAR-30351,Maruti,Twitter,2025-03-20 23:24:22,"Considering buying the Swift, still comparing options.","{'likes': 123, 'shares': 43, 'comments': 40}",Jaipur
FDBK-MAR-30352,Maruti,Instagram,2024-02-15 18:07:31,"The Baleno is perfect for my family, spacious and reliable.","{'likes': 405, 'shares': 2, 'comments': 17}",Indore
FDBK-MAR-30353,Maruti,Instagram,2025-01-16 08:15:02,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 105, 'shares': 74, 'comments': 26}",Patna
FDBK-MAR-30354,Maruti,YouTubeComment,2024-12-06 16:13:22,Great service from Maruti dealer when I bought my Brezza.,"{'likes': 150, 'shares': 100, 'comments': 42}",Jaipur
FDBK-MAR-30355,Maruti,YouTubeComment,2024-02-21 19:21:35,Mileage of my Swift is not as expected.,"{'likes': 206, 'shares': 89, 'comments': 5}",Mumbai
FDBK-MAR-30356,Maruti,YouTubeComment,2024-08-03 13:05:25,The Grand Vitara is value for money and feature-rich.,"{'likes': 109, 'shares': 38, 'comments': 32}",Indore
FDBK-MAR-30357,Maruti,DealerReview,2024-06-29 10:30:06,"Loving my new Ignis, smooth ride and great features!","{'likes': 317, 'shares': 24, 'comments': 32}",Bengaluru
FDBK-MAR-30358,Maruti,DealerReview,2025-05-19 05:07:41,"Loving my new Swift, smooth ride and great features!","{'likes': 436, 'shares': 51, 'comments': 10}",Surat
FDBK-MAR-30359,Maruti,DealerSurvey,2024-05-23 09:44:35,Service delays are frustrating at Maruti dealership.,"{'likes': 297, 'shares': 5, 'comments': 35}",Surat
FDBK-MAR-30360,Maruti,YouTubeComment,2024-10-01 07:13:14,Facing issues with AC in my Alto.,"{'likes': 399, 'shares': 35, 'comments': 1}",Kolkata
FDBK-MAR-30361,Maruti,DealerReview,2024-08-04 18:24:00,"The Grand Vitara has good design, waiting for more reviews.","{'likes': 235, 'shares': 49, 'comments': 29}",Kolkata
FDBK-MAR-30362,Maruti,Instagram,2024-04-11 16:51:52,Service delays are frustrating at Maruti dealership.,"{'likes': 233, 'shares': 43, 'comments': 9}",Lucknow
FDBK-MAR-30363,Maruti,Facebook,2024-04-25 18:28:51,Very satisfied with the mileage on my Ignis.,"{'likes': 148, 'shares': 58, 'comments': 32}",Bengaluru
FDBK-MAR-30364,Maruti,Instagram,2025-08-11 02:40:58,The Swift is value for money and feature-rich.,"{'likes': 337, 'shares': 99, 'comments': 9}",Chandigarh
FDBK-MAR-30365,Maruti,Instagram,2025-07-22 13:29:12,Very satisfied with the mileage on my Baleno.,"{'likes': 135, 'shares': 24, 'comments': 42}",Jaipur
FDBK-MAR-30366,Maruti,DealerReview,2024-03-02 11:45:25,"Loving my new Swift, smooth ride and great features!","{'likes': 368, 'shares': 33, 'comments': 11}",Indore
FDBK-MAR-30367,Maruti,Facebook,2025-01-10 04:41:13,"The Alto is perfect for my family, spacious and reliable.","{'likes': 318, 'shares': 58, 'comments': 6}",Chandigarh
FDBK-MAR-30368,Maruti,Twitter,2025-08-12 15:21:15,"Loving my new Swift, smooth ride and great features!","{'likes': 46, 'shares': 17, 'comments': 46}",Lucknow
FDBK-MAR-30369,Maruti,DealerReview,2024-10-20 19:47:05,Great service from Maruti dealer when I bought my Baleno.,"{'likes': 447, 'shares': 65, 'comments': 2}",Indore
FDBK-MAR-30370,Maruti,Twitter,2025-05-17 15:38:29,"Loving my new Fronx, smooth ride and great features!","{'likes': 276, 'shares': 48, 'comments': 30}",Surat
FDBK-MAR-30371,Maruti,Facebook,2024-10-20 22:17:28,The Swift feels overpriced for what it offers.,"{'likes': 2, 'shares': 6, 'comments': 16}",Chennai
FDBK-MAR-30372,Maruti,Facebook,2025-01-07 23:30:31,"The Dzire has good design, waiting for more reviews.","{'likes': 303, 'shares': 97, 'comments': 48}",Lucknow
FDBK-MAR-30373,Maruti,Twitter,2024-06-24 19:37:07,Very satisfied with the mileage on my Ertiga.,"{'likes': 424, 'shares': 80, 'comments': 40}",Bengaluru
FDBK-MAR-30374,Maruti,Instagram,2024-03-03 02:20:37,"Test drove the Swift, decent experience.","{'likes': 323, 'shares': 41, 'comments': 36}",Patna
FDBK-MAR-30375,Maruti,DealerReview,2024-11-08 19:51:39,"Test drove the Ignis, decent experience.","{'likes': 463, 'shares': 32, 'comments': 49}",Patna
FDBK-MAR-30376,Maruti,DealerSurvey,2024-02-27 11:16:34,Service delays are frustrating at Maruti dealership.,"{'likes': 191, 'shares': 84, 'comments': 1}",Ahmedabad
FDBK-MAR-30377,Maruti,YouTubeComment,2025-05-21 22:29:30,Facing issues with AC in my Dzire.,"{'likes': 443, 'shares': 89, 'comments': 48}",Hyderabad
FDBK-MAR-30378,Maruti,Instagram,2025-08-21 00:16:38,"Loving my new Swift, smooth ride and great features!","{'likes': 189, 'shares': 20, 'comments': 44}",Jaipur
FDBK-MAR-30379,Maruti,Instagram,2024-10-05 10:29:44,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 276, 'shares': 17, 'comments': 30}",Bengaluru
FDBK-MAR-30380,Maruti,Twitter,2025-06-03 07:51:47,"The Grand Vitara is perfect for my family, spacious and reliable.","{'likes': 21, 'shares': 7, 'comments': 44}",Delhi
FDBK-MAR-30381,Maruti,Facebook,2025-01-14 20:54:44,"Visited dealer to check Baleno, staff was okay.","{'likes': 352, 'shares': 43, 'comments': 15}",Chennai
FDBK-MAR-30382,Maruti,Facebook,2024-01-24 23:05:41,Very satisfied with the mileage on my Baleno.,"{'likes': 224, 'shares': 43, 'comments': 47}",Nagpur
FDBK-MAR-30383,Maruti,Twitter,2024-09-01 02:46:39,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 141, 'shares': 21, 'comments': 16}",Lucknow
FDBK-MAR-30384,Maruti,Twitter,2024-07-19 06:13:56,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 21, 'shares': 97, 'comments': 7}",Nagpur
FDBK-MAR-30385,Maruti,DealerSurvey,2024-01-12 21:34:47,"The Swift is perfect for my family, spacious and reliable.","{'likes': 389, 'shares': 49, 'comments': 23}",Chandigarh
FDBK-MAR-30386,Maruti,DealerSurvey,2024-01-10 23:14:24,Very satisfied with the mileage on my Baleno.,"{'likes': 332, 'shares': 48, 'comments': 4}",Delhi
FDBK-MAR-30387,Maruti,Instagram,2025-05-21 10:47:15,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 375, 'shares': 65, 'comments': 8}",Surat
FDBK-MAR-30388,Maruti,YouTubeComment,2024-01-13 11:06:08,Facing issues with AC in my Brezza.,"{'likes': 449, 'shares': 6, 'comments': 22}",Lucknow
FDBK-MAR-30389,Maruti,YouTubeComment,2025-04-28 10:28:03,Great service from Maruti dealer when I bought my Swift.,"{'likes': 83, 'shares': 23, 'comments': 7}",Bengaluru
FDBK-MAR-30390,Maruti,DealerSurvey,2024-08-01 00:14:31,"Loving my new Grand Vitara, smooth ride and great features!","{'likes': 42, 'shares': 38, 'comments': 47}",Delhi
FDBK-MAR-30391,Maruti,DealerReview,2025-06-28 14:30:31,Not happy with the after-sales service for my Swift.,"{'likes': 192, 'shares': 55, 'comments': 22}",Nagpur
FDBK-MAR-30392,Maruti,YouTubeComment,2024-04-23 20:24:23,"Test drove the Fronx, decent experience.","{'likes': 149, 'shares': 67, 'comments': 40}",Hyderabad
FDBK-MAR-30393,Maruti,DealerReview,2024-03-03 05:48:12,The Baleno is value for money and feature-rich.,"{'likes': 492, 'shares': 90, 'comments': 32}",Jaipur
FDBK-MAR-30394,Maruti,Instagram,2024-06-10 10:56:47,Very satisfied with the mileage on my Swift.,"{'likes': 97, 'shares': 0, 'comments': 30}",Chennai
FDBK-MAR-30395,Maruti,DealerSurvey,2024-02-07 21:27:37,Facing issues with AC in my Brezza.,"{'likes': 469, 'shares': 6, 'comments': 49}",Nagpur
FDBK-MAR-30396,Maruti,YouTubeComment,2024-01-10 16:45:54,The WagonR is value for money and feature-rich.,"{'likes': 59, 'shares': 45, 'comments': 19}",Chandigarh
FDBK-MAR-30397,Maruti,DealerSurvey,2025-01-28 04:56:06,The Fronx is value for money and feature-rich.,"{'likes': 92, 'shares': 7, 'comments': 1}",Nagpur
FDBK-MAR-30398,Maruti,DealerReview,2025-06-03 14:13:29,Facing issues with AC in my WagonR.,"{'likes': 142, 'shares': 18, 'comments': 34}",Mumbai
FDBK-MAR-30399,Maruti,YouTubeComment,2025-07-11 21:51:51,Very satisfied with the mileage on my Brezza.,"{'likes': 59, 'shares': 24, 'comments': 3}",Jaipur
FDBK-MAR-30400,Maruti,Instagram,2024-04-22 11:28:47,"Loving my new Brezza, smooth ride and great features!","{'likes': 327, 'shares': 93, 'comments': 37}",Nagpur
FDBK-MAR-30401,Maruti,Instagram,2024-08-04 09:28:32,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 443, 'shares': 100, 'comments': 15}",Bengaluru
FDBK-MAR-30402,Maruti,DealerReview,2025-04-20 08:34:09,The Grand Vitara is value for money and feature-rich.,"{'likes': 285, 'shares': 12, 'comments': 33}",Lucknow
FDBK-MAR-30403,Maruti,Facebook,2024-10-12 13:47:52,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 399, 'shares': 11, 'comments': 46}",Kolkata
FDBK-MAR-30404,Maruti,YouTubeComment,2024-06-10 10:41:44,Service delays are frustrating at Maruti dealership.,"{'likes': 89, 'shares': 56, 'comments': 28}",Ahmedabad
FDBK-MAR-30405,Maruti,YouTubeComment,2024-06-03 23:31:39,Not happy with the after-sales service for my Fronx.,"{'likes': 467, 'shares': 67, 'comments': 26}",Kolkata
FDBK-MAR-30406,Maruti,Facebook,2025-05-28 07:53:00,"Loving my new Baleno, smooth ride and great features!","{'likes': 332, 'shares': 86, 'comments': 12}",Surat
FDBK-MAR-30407,Maruti,DealerSurvey,2025-08-14 09:59:50,"Loving my new WagonR, smooth ride and great features!","{'likes': 411, 'shares': 84, 'comments': 7}",Ahmedabad
FDBK-MAR-30408,Maruti,Facebook,2025-08-24 22:05:55,"Loving my new Alto, smooth ride and great features!","{'likes': 141, 'shares': 13, 'comments': 38}",Jaipur
FDBK-MAR-30409,Maruti,Twitter,2024-02-23 03:03:42,Very satisfied with the mileage on my Ignis.,"{'likes': 326, 'shares': 45, 'comments': 1}",Indore
FDBK-MAR-30410,Maruti,YouTubeComment,2024-03-16 17:18:05,"Saw new Baleno campaign online, looks interesting.","{'likes': 284, 'shares': 88, 'comments': 15}",Lucknow
FDBK-MAR-30411,Maruti,DealerReview,2025-04-24 21:54:06,Great service from Maruti dealer when I bought my Baleno.,"{'likes': 453, 'shares': 33, 'comments': 45}",Kolkata
FDBK-MAR-30412,Maruti,DealerReview,2024-12-08 08:06:09,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 183, 'shares': 52, 'comments': 13}",Nagpur
FDBK-MAR-30413,Maruti,Instagram,2024-02-07 03:11:51,Not happy with the after-sales service for my Brezza.,"{'likes': 175, 'shares': 87, 'comments': 17}",Hyderabad
FDBK-MAR-30414,Maruti,DealerReview,2025-08-04 16:18:31,"Loving my new Alto, smooth ride and great features!","{'likes': 159, 'shares': 92, 'comments': 7}",Patna
FDBK-MAR-30415,Maruti,DealerReview,2025-05-10 20:56:47,Mileage of my Ertiga is not as expected.,"{'likes': 352, 'shares': 2, 'comments': 3}",Hyderabad
FDBK-MAR-30416,Maruti,Twitter,2024-01-02 06:01:03,Not happy with the after-sales service for my Fronx.,"{'likes': 348, 'shares': 86, 'comments': 5}",Pune
FDBK-MAR-30417,Maruti,YouTubeComment,2025-06-19 17:20:08,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 78, 'shares': 89, 'comments': 10}",Indore
FDBK-MAR-30418,Maruti,DealerReview,2024-09-04 12:44:18,Very satisfied with the mileage on my Fronx.,"{'likes': 119, 'shares': 40, 'comments': 46}",Mumbai
FDBK-MAR-30419,Maruti,Facebook,2024-07-25 05:28:58,"The Swift is perfect for my family, spacious and reliable.","{'likes': 316, 'shares': 69, 'comments': 7}",Chandigarh
FDBK-MAR-30420,Maruti,DealerSurvey,2024-10-14 12:43:45,"Test drove the Dzire, decent experience.","{'likes': 496, 'shares': 64, 'comments': 42}",Pune
FDBK-MAR-30421,Maruti,DealerSurvey,2024-11-07 15:57:12,Very satisfied with the mileage on my Alto.,"{'likes': 340, 'shares': 31, 'comments': 50}",Chennai
FDBK-MAR-30422,Maruti,Facebook,2024-03-11 21:33:54,"The Baleno is perfect for my family, spacious and reliable.","{'likes': 368, 'shares': 17, 'comments': 15}",Indore
FDBK-MAR-30423,Maruti,Instagram,2024-09-21 19:53:54,"Considering buying the Grand Vitara, still comparing options.","{'likes': 484, 'shares': 73, 'comments': 8}",Nagpur
FDBK-MAR-30424,Maruti,Facebook,2024-03-19 18:14:13,Very satisfied with the mileage on my Grand Vitara.,"{'likes': 429, 'shares': 74, 'comments': 18}",Bengaluru
FDBK-MAR-30425,Maruti,DealerReview,2025-05-28 09:07:35,"Loving my new Alto, smooth ride and great features!","{'likes': 479, 'shares': 54, 'comments': 4}",Chandigarh
FDBK-MAR-30426,Maruti,Instagram,2024-03-10 18:09:35,"The Alto is perfect for my family, spacious and reliable.","{'likes': 130, 'shares': 10, 'comments': 28}",Surat
FDBK-MAR-30427,Maruti,DealerSurvey,2024-05-19 23:27:45,Very satisfied with the mileage on my Dzire.,"{'likes': 12, 'shares': 40, 'comments': 46}",Hyderabad
FDBK-MAR-30428,Maruti,DealerReview,2024-08-10 03:56:20,Facing issues with AC in my Baleno.,"{'likes': 456, 'shares': 12, 'comments': 35}",Chennai
FDBK-MAR-30429,Maruti,YouTubeComment,2024-06-19 10:33:47,The Alto feels overpriced for what it offers.,"{'likes': 164, 'shares': 79, 'comments': 10}",Patna
FDBK-MAR-30430,Maruti,YouTubeComment,2024-06-27 21:06:07,The Ertiga is value for money and feature-rich.,"{'likes': 114, 'shares': 100, 'comments': 17}",Nagpur
FDBK-MAR-30431,Maruti,DealerReview,2025-05-19 15:35:32,Very satisfied with the mileage on my WagonR.,"{'likes': 119, 'shares': 41, 'comments': 3}",Indore
FDBK-MAR-30432,Maruti,Facebook,2024-04-16 04:10:32,Not happy with the after-sales service for my Brezza.,"{'likes': 20, 'shares': 33, 'comments': 38}",Kolkata
FDBK-MAR-30433,Maruti,Twitter,2024-05-20 12:50:48,"The Ignis is perfect for my family, spacious and reliable.","{'likes': 13, 'shares': 58, 'comments': 42}",Ahmedabad
FDBK-MAR-30434,Maruti,DealerSurvey,2025-04-10 02:08:28,Facing issues with AC in my Alto.,"{'likes': 165, 'shares': 19, 'comments': 43}",Hyderabad
FDBK-MAR-30435,Maruti,YouTubeComment,2024-01-09 09:49:03,"Visited dealer to check Dzire, staff was okay.","{'likes': 439, 'shares': 24, 'comments': 22}",Hyderabad
FDBK-MAR-30436,Maruti,DealerReview,2024-06-10 18:14:36,Facing issues with AC in my Dzire.,"{'likes': 268, 'shares': 1, 'comments': 9}",Pune
FDBK-MAR-30437,Maruti,Instagram,2024-07-02 21:13:47,Mileage of my Ignis is not as expected.,"{'likes': 467, 'shares': 59, 'comments': 43}",Surat
FDBK-MAR-30438,Maruti,Facebook,2024-11-29 05:58:54,Service delays are frustrating at Maruti dealership.,"{'likes': 56, 'shares': 67, 'comments': 46}",Chandigarh
FDBK-MAR-30439,Maruti,Twitter,2025-04-05 09:23:51,"Loving my new Grand Vitara, smooth ride and great features!","{'likes': 127, 'shares': 53, 'comments': 26}",Indore
FDBK-MAR-30440,Maruti,DealerSurvey,2025-03-21 19:14:10,The Alto is value for money and feature-rich.,"{'likes': 382, 'shares': 36, 'comments': 17}",Surat
FDBK-MAR-30441,Maruti,DealerReview,2025-04-19 16:07:06,The Fronx is value for money and feature-rich.,"{'likes': 427, 'shares': 59, 'comments': 32}",Bengaluru
FDBK-MAR-30442,Maruti,Twitter,2024-06-06 09:30:19,The Brezza is value for money and feature-rich.,"{'likes': 368, 'shares': 75, 'comments': 5}",Mumbai
FDBK-MAR-30443,Maruti,YouTubeComment,2025-06-19 13:03:04,"Test drove the Alto, decent experience.","{'likes': 24, 'shares': 92, 'comments': 16}",Patna
FDBK-MAR-30444,Maruti,Facebook,2025-08-01 00:12:16,Great service from Maruti dealer when I bought my Alto.,"{'likes': 168, 'shares': 70, 'comments': 24}",Hyderabad
FDBK-MAR-30445,Maruti,DealerSurvey,2025-05-08 22:00:01,Very satisfied with the mileage on my Alto.,"{'likes': 101, 'shares': 20, 'comments': 47}",Kolkata
FDBK-MAR-30446,Maruti,Twitter,2025-04-22 11:12:53,The Fronx is value for money and feature-rich.,"{'likes': 67, 'shares': 94, 'comments': 41}",Bengaluru
FDBK-MAR-30447,Maruti,Twitter,2024-03-21 10:01:29,Very satisfied with the mileage on my Fronx.,"{'likes': 427, 'shares': 16, 'comments': 42}",Mumbai
FDBK-MAR-30448,Maruti,DealerReview,2025-06-23 06:46:59,"The Ertiga is perfect for my family, spacious and reliable.","{'likes': 87, 'shares': 16, 'comments': 42}",Patna
FDBK-MAR-30449,Maruti,DealerSurvey,2024-03-06 23:46:04,"Visited dealer to check Fronx, staff was okay.","{'likes': 449, 'shares': 89, 'comments': 35}",Pune
FDBK-MAR-30450,Maruti,DealerReview,2024-11-11 16:13:49,Service delays are frustrating at Maruti dealership.,"{'likes': 477, 'shares': 40, 'comments': 50}",Chandigarh
FDBK-MAR-30451,Maruti,DealerSurvey,2024-03-23 15:40:59,"The Dzire is perfect for my family, spacious and reliable.","{'likes': 98, 'shares': 35, 'comments': 26}",Nagpur
FDBK-MAR-30452,Maruti,Facebook,2025-03-01 09:32:08,"Test drove the WagonR, decent experience.","{'likes': 276, 'shares': 99, 'comments': 30}",Kolkata
FDBK-MAR-30453,Maruti,Instagram,2025-02-05 02:17:04,Great service from Maruti dealer when I bought my Ertiga.,"{'likes': 25, 'shares': 75, 'comments': 25}",Delhi
FDBK-MAR-30454,Maruti,Facebook,2024-04-20 04:38:47,The Grand Vitara feels overpriced for what it offers.,"{'likes': 39, 'shares': 60, 'comments': 34}",Nagpur
FDBK-MAR-30455,Maruti,DealerReview,2024-10-13 13:47:28,Not happy with the after-sales service for my Baleno.,"{'likes': 297, 'shares': 24, 'comments': 8}",Hyderabad
FDBK-MAR-30456,Maruti,DealerReview,2025-08-10 04:10:35,Very satisfied with the mileage on my Ertiga.,"{'likes': 276, 'shares': 3, 'comments': 3}",Mumbai
FDBK-MAR-30457,Maruti,Facebook,2024-01-11 12:18:35,"Loving my new WagonR, smooth ride and great features!","{'likes': 45, 'shares': 48, 'comments': 30}",Jaipur
FDBK-MAR-30458,Maruti,DealerReview,2024-07-17 05:18:29,"Visited dealer to check Swift, staff was okay.","{'likes': 79, 'shares': 75, 'comments': 36}",Indore
FDBK-MAR-30459,Maruti,Instagram,2024-03-11 08:32:00,Very satisfied with the mileage on my Brezza.,"{'likes': 50, 'shares': 13, 'comments': 37}",Chennai
FDBK-MAR-30460,Maruti,Facebook,2024-04-22 17:35:44,Great service from Maruti dealer when I bought my Brezza.,"{'likes': 353, 'shares': 53, 'comments': 12}",Hyderabad
FDBK-MAR-30461,Maruti,DealerSurvey,2024-07-24 20:51:06,Very satisfied with the mileage on my Alto.,"{'likes': 297, 'shares': 5, 'comments': 49}",Hyderabad
FDBK-MAR-30462,Maruti,DealerSurvey,2025-07-24 19:44:11,The Dzire feels overpriced for what it offers.,"{'likes': 368, 'shares': 31, 'comments': 45}",Mumbai
FDBK-MAR-30463,Maruti,Twitter,2024-10-25 18:10:26,"Loving my new Dzire, smooth ride and great features!","{'likes': 83, 'shares': 19, 'comments': 18}",Jaipur
FDBK-MAR-30464,Maruti,Twitter,2024-09-12 11:15:53,"Saw new Brezza campaign online, looks interesting.","{'likes': 225, 'shares': 75, 'comments': 28}",Nagpur
FDBK-MAR-30465,Maruti,DealerReview,2024-09-03 21:57:40,"Considering buying the Alto, still comparing options.","{'likes': 129, 'shares': 6, 'comments': 7}",Bengaluru
FDBK-MAR-30466,Maruti,Instagram,2025-05-11 22:34:30,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 212, 'shares': 14, 'comments': 33}",Jaipur
FDBK-MAR-30467,Maruti,DealerReview,2025-02-01 08:46:16,Very satisfied with the mileage on my Fronx.,"{'likes': 432, 'shares': 51, 'comments': 35}",Jaipur
FDBK-MAR-30468,Maruti,DealerSurvey,2025-04-24 17:25:35,Very satisfied with the mileage on my Swift.,"{'likes': 384, 'shares': 8, 'comments': 46}",Ahmedabad
FDBK-MAR-30469,Maruti,DealerReview,2024-09-19 12:54:50,Mileage of my WagonR is not as expected.,"{'likes': 52, 'shares': 51, 'comments': 42}",Mumbai
FDBK-MAR-30470,Maruti,YouTubeComment,2025-08-13 20:52:26,"Visited dealer to check Alto, staff was okay.","{'likes': 326, 'shares': 66, 'comments': 28}",Kolkata
FDBK-MAR-30471,Maruti,DealerReview,2025-08-22 05:05:18,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 272, 'shares': 39, 'comments': 43}",Hyderabad
FDBK-MAR-30472,Maruti,Instagram,2024-01-04 15:15:10,"Visited dealer to check Ignis, staff was okay.","{'likes': 441, 'shares': 63, 'comments': 13}",Jaipur
FDBK-MAR-30473,Maruti,YouTubeComment,2025-04-08 02:11:13,"Visited dealer to check Baleno, staff was okay.","{'likes': 349, 'shares': 7, 'comments': 48}",Hyderabad
FDBK-MAR-30474,Maruti,DealerReview,2024-04-28 07:19:00,"Visited dealer to check WagonR, staff was okay.","{'likes': 73, 'shares': 24, 'comments': 39}",Nagpur
FDBK-MAR-30475,Maruti,YouTubeComment,2024-12-14 03:39:08,Not happy with the after-sales service for my Ignis.,"{'likes': 269, 'shares': 40, 'comments': 3}",Kolkata
FDBK-MAR-30476,Maruti,DealerSurvey,2025-05-01 11:54:41,Great service from Maruti dealer when I bought my Fronx.,"{'likes': 291, 'shares': 66, 'comments': 5}",Jaipur
FDBK-MAR-30477,Maruti,DealerReview,2025-07-12 03:49:49,"The Grand Vitara is perfect for my family, spacious and reliable.","{'likes': 66, 'shares': 65, 'comments': 21}",Chennai
FDBK-MAR-30478,Maruti,Instagram,2024-01-29 21:17:51,Mileage of my Alto is not as expected.,"{'likes': 151, 'shares': 90, 'comments': 29}",Kolkata
FDBK-MAR-30479,Maruti,Facebook,2024-03-18 08:49:13,Mileage of my WagonR is not as expected.,"{'likes': 31, 'shares': 58, 'comments': 46}",Chennai
FDBK-MAR-30480,Maruti,YouTubeComment,2024-02-13 17:48:22,The Grand Vitara is value for money and feature-rich.,"{'likes': 245, 'shares': 9, 'comments': 1}",Indore
FDBK-MAR-30481,Maruti,Facebook,2025-06-23 18:55:26,Great service from Maruti dealer when I bought my Fronx.,"{'likes': 306, 'shares': 49, 'comments': 29}",Indore
FDBK-MAR-30482,Maruti,Twitter,2025-05-03 12:15:25,"The Swift is perfect for my family, spacious and reliable.","{'likes': 131, 'shares': 50, 'comments': 34}",Mumbai
FDBK-MAR-30483,Maruti,DealerSurvey,2025-01-25 07:23:46,Mileage of my Ertiga is not as expected.,"{'likes': 65, 'shares': 10, 'comments': 12}",Patna
FDBK-MAR-30484,Maruti,Instagram,2024-11-17 20:48:28,Very satisfied with the mileage on my Alto.,"{'likes': 459, 'shares': 49, 'comments': 33}",Patna
