order_id,brand,customer_id,dealer_id,purchase_date,model,quantity,unit_price,payment_method,region,city
ORD-MAR-20481,Maruti,f3736ca5e8c2f91f,DLR-106,2024-06-12 22:39:37,Brezza,1,1101593,Finance,Tamil Nadu,Madurai
ORD-MAR-20482,Maruti,adba3431e63db3e5,DLR-113,2025-08-02 10:10:05,Fronx,1,1088954,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20483,Maruti,ed4c52e953a557ff,DLR-146,2025-07-08 02:31:48,Alto,1,410780,Finance,Maharashtra,Pune
ORD-MAR-20484,Maruti,61acb43ff6af7603,DLR-139,2024-01-31 22:50:50,WagonR,1,531652,Finance,Rajasthan,Jaipur
ORD-MAR-20485,Maruti,1f9fc133f0e5d332,DLR-109,2024-07-14 10:07:50,Fronx,1,965117,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20486,Maruti,1bf0e2abf75ec233,DLR-102,2025-06-19 22:15:37,Brezza,1,1056310,Cash,Maharashtra,Pune
ORD-MAR-20487,Maruti,5853f5930754e4cb,DLR-105,2024-12-03 09:21:44,Brezza,1,1231962,Finance,Rajasthan,Udaipur
ORD-MAR-20488,Maruti,528a4c4d7ec78ff4,DLR-112,2025-07-06 10:35:23,Fronx,1,1033739,EMI,Gujarat,Vadodara
ORD-MAR-20489,Maruti,c7fbd762b45aa816,DLR-130,2024-10-09 12:42:51,Baleno,1,796251,Finance,Rajasthan,Jodhpur
ORD-MAR-20490,Maruti,de3decde959897cb,DLR-143,2025-03-07 10:40:32,WagonR,1,507923,Finance,Gujarat,Surat
ORD-MAR-20491,Maruti,9ddf4e6bbd8cd11b,DLR-111,2025-07-17 15:25:07,Swift,1,670772,Lease,Telangana,Warangal
ORD-MAR-20492,Maruti,3748f53a9770e922,DLR-149,2024-03-18 01:14:56,WagonR,1,550741,Finance,Gujarat,Ahmedabad
ORD-MAR-20493,Maruti,e44377e405a69c03,DLR-114,2024-09-01 00:52:14,WagonR,1,487273,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20494,Maruti,49e1a8fdd2fb0722,DLR-147,2024-02-04 22:01:41,Swift,7,723017,Finance,Maharashtra,Mumbai
ORD-MAR-20495,Maruti,96c4bccec8db1eae,DLR-127,2025-06-06 07:21:09,Ignis,1,640109,Finance,Rajasthan,Udaipur
ORD-MAR-20496,Maruti,6a0e2c83d47a756c,DLR-145,2025-07-17 07:20:08,Fronx,1,900314,Finance,Karnataka,Bengaluru
ORD-MAR-20497,Maruti,59a97cd73de46055,DLR-143,2024-07-17 22:52:36,Brezza,1,1051963,Finance,Karnataka,Bengaluru
ORD-MAR-20498,Maruti,11b3c811866cda49,DLR-116,2024-11-12 13:56:47,Swift,1,736396,Finance,Tamil Nadu,Chennai
ORD-MAR-20499,Maruti,784628c28564ce2f,DLR-109,2025-05-05 01:15:15,Brezza,1,1160607,Finance,Karnataka,Bengaluru
ORD-MAR-20500,Maruti,8e6b6121eafb95c9,DLR-144,2025-05-15 23:32:06,Ertiga,1,1096336,Finance,West Bengal,Asansol
ORD-MAR-20501,Maruti,4b945ff6eaec6967,DLR-134,2024-10-09 22:36:38,Fronx,1,1005408,Lease,Delhi NCR,Noida
ORD-MAR-20502,Maruti,232d66f1b47e67a5,DLR-111,2025-08-01 00:36:25,Fronx,1,1082554,EMI,Rajasthan,Jaipur
ORD-MAR-20503,Maruti,f606ceb119f045e0,DLR-112,2024-06-11 15:52:04,Fronx,1,896408,Finance,West Bengal,Asansol
ORD-MAR-20504,Maruti,16352f3b8f7daf79,DLR-120,2024-12-11 02:39:55,Dzire,1,775285,Finance,Rajasthan,Jodhpur
ORD-MAR-20505,Maruti,169b39619d87ede6,DLR-116,2025-01-05 00:08:29,WagonR,1,598106,Cash,Uttar Pradesh,Kanpur
ORD-MAR-20506,Maruti,6a9a6c6c08456abd,DLR-105,2025-04-10 00:27:12,Fronx,1,1036109,Finance,Maharashtra,Mumbai
ORD-MAR-20507,Maruti,73144547b97b9640,DLR-148,2024-06-30 17:56:59,Brezza,1,986431,Cash,Gujarat,Vadodara
ORD-MAR-20508,Maruti,6bf1f13763551573,DLR-101,2024-03-10 03:48:29,Baleno,1,829479,Cash,Rajasthan,Jaipur
ORD-MAR-20509,Maruti,7ba0802356388aef,DLR-104,2025-03-06 14:47:39,Fronx,1,888224,Finance,West Bengal,Asansol
ORD-MAR-20510,Maruti,7b463964523e71ed,DLR-114,2025-07-04 09:50:51,Brezza,1,1124988,Finance,Maharashtra,Mumbai
ORD-MAR-20511,Maruti,6ebb059f26309c64,DLR-147,2024-08-31 12:31:13,Alto,1,368038,EMI,Gujarat,Ahmedabad
ORD-MAR-20512,Maruti,1a204ebb1eb94821,DLR-114,2024-11-14 17:48:07,WagonR,1,484050,Cash,Gujarat,Vadodara
ORD-MAR-20513,Maruti,0b0d41c4234b8af6,DLR-128,2025-04-04 21:26:20,Grand Vitara,1,2123109,Finance,Karnataka,Mysuru
ORD-MAR-20514,Maruti,740a203b599df348,DLR-113,2025-02-22 06:32:04,Ignis,9,673233,EMI,Gujarat,Ahmedabad
ORD-MAR-20515,Maruti,b155b6b0cc60bbe4,DLR-139,2024-06-10 19:32:31,Fronx,1,1071562,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20516,Maruti,24b2fab157c351b7,DLR-117,2025-05-16 19:48:45,Fronx,1,962500,EMI,Maharashtra,Pune
ORD-MAR-20517,Maruti,e9747f3f8334d289,DLR-116,2024-08-14 00:24:48,Fronx,1,882790,Cash,Delhi NCR,Noida
ORD-MAR-20518,Maruti,805a22399d232282,DLR-127,2025-05-09 18:43:02,Brezza,1,1114310,Finance,Rajasthan,Jaipur
ORD-MAR-20519,Maruti,9295cafddb32fb49,DLR-116,2024-03-08 04:46:03,Swift,1,757161,Finance,Rajasthan,Jodhpur
ORD-MAR-20520,Maruti,521438f571b66041,DLR-135,2024-10-04 00:03:52,WagonR,1,556775,Cash,West Bengal,Howrah
ORD-MAR-20521,Maruti,77e45f43b3a59ddd,DLR-102,2025-05-22 02:19:29,Fronx,1,944240,Finance,West Bengal,Asansol
ORD-MAR-20522,Maruti,977c76b1e34628ad,DLR-121,2025-08-31 22:51:47,Brezza,1,1134449,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20523,Maruti,d4aff550888fc255,DLR-109,2024-04-07 16:27:13,Dzire,1,700604,Finance,Rajasthan,Udaipur
ORD-MAR-20524,Maruti,95a4fe554632ee9e,DLR-136,2024-07-04 17:41:14,Baleno,1,748121,Cash,Karnataka,Mangalore
ORD-MAR-20525,Maruti,3cd5f7a7168ee4fe,DLR-111,2024-06-08 04:28:48,Brezza,1,1001709,EMI,West Bengal,Asansol
ORD-MAR-20526,Maruti,eb53b8e3fce24dbe,DLR-102,2025-07-19 08:58:11,Swift,1,679184,Cash,Uttar Pradesh,Lucknow
ORD-MAR-20527,Maruti,a061728c7f0bb7f9,DLR-128,2025-07-12 01:09:54,Grand Vitara,1,1840912,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20528,Maruti,2c25163b3f732ed3,DLR-109,2024-11-15 14:02:46,Fronx,1,1022538,Finance,Rajasthan,Jaipur
ORD-MAR-20529,Maruti,3540f176ed068e45,DLR-141,2024-11-07 04:49:17,Dzire,1,805323,Finance,Telangana,Hyderabad
ORD-MAR-20530,Maruti,a7f61e135db5ea4c,DLR-146,2024-09-14 13:37:11,Fronx,1,1067276,Finance,Telangana,Warangal
ORD-MAR-20531,Maruti,1a4d11fd44945623,DLR-108,2024-02-25 07:36:37,Dzire,1,791200,Finance,West Bengal,Asansol
ORD-MAR-20532,Maruti,c2b9f07baf1d3ab9,DLR-130,2024-08-29 19:32:09,Grand Vitara,1,1863456,Finance,Karnataka,Mangalore
ORD-MAR-20533,Maruti,79da28d18f0eac28,DLR-113,2025-01-06 07:29:23,Baleno,1,833657,Finance,Telangana,Nizamabad
ORD-MAR-20534,Maruti,70adb2909ef37264,DLR-139,2025-03-11 06:39:03,Alto,1,374054,EMI,Tamil Nadu,Coimbatore
ORD-MAR-20535,Maruti,f2ba5be235e978e1,DLR-146,2024-10-14 05:34:14,Grand Vitara,1,1791766,Lease,Telangana,Warangal
ORD-MAR-20536,Maruti,ae431d944e722e22,DLR-106,2024-01-14 18:41:11,Dzire,1,713997,Lease,Gujarat,Ahmedabad
ORD-MAR-20537,Maruti,f4a135202f5615b8,DLR-119,2024-10-15 23:07:52,Brezza,1,1194156,Finance,Maharashtra,Nagpur
ORD-MAR-20538,Maruti,33fcd7f049cc148b,DLR-118,2024-11-08 03:27:47,WagonR,1,528171,Finance,Delhi NCR,Noida
ORD-MAR-20539,Maruti,a0f78944fdb15ca9,DLR-128,2024-07-18 17:23:55,Alto,1,424211,Lease,Bihar,Gaya
ORD-MAR-20540,Maruti,efe3c6882941b33b,DLR-110,2025-07-08 04:10:48,Swift,1,624281,Finance,Bihar,Gaya
ORD-MAR-20541,Maruti,f8ed2b86afa89def,DLR-144,2025-08-30 11:12:56,Brezza,1,1192587,Finance,Maharashtra,Nagpur
ORD-MAR-20542,Maruti,ee807a2c05e21a06,DLR-126,2024-12-11 19:18:28,Brezza,1,1021280,Lease,Tamil Nadu,Chennai
ORD-MAR-20543,Maruti,166870829dba7801,DLR-131,2024-09-20 13:21:15,Fronx,1,1115388,EMI,Gujarat,Ahmedabad
ORD-MAR-20544,Maruti,318228b34c4a7640,DLR-141,2025-02-19 10:36:55,WagonR,1,492227,Finance,Maharashtra,Nagpur
ORD-MAR-20545,Maruti,59756356df978c4d,DLR-116,2025-06-09 02:32:40,Fronx,1,909532,EMI,Bihar,Patna
ORD-MAR-20546,Maruti,e2b3484c7d693297,DLR-134,2024-08-24 19:19:25,Alto,1,418206,Finance,West Bengal,Kolkata
ORD-MAR-20547,Maruti,6aa3ab0a1ef31b5c,DLR-128,2024-03-10 14:00:42,Dzire,1,775274,Finance,Telangana,Hyderabad
ORD-MAR-20548,Maruti,49019592416d3e36,DLR-136,2024-01-13 23:24:24,Baleno,1,841410,Cash,Delhi NCR,Noida
ORD-MAR-20549,Maruti,48e3976518677b68,DLR-129,2025-01-04 19:21:44,Ertiga,1,1193975,EMI,Delhi NCR,Noida
ORD-MAR-20550,Maruti,e63f4aad3c15810e,DLR-122,2024-07-04 07:42:40,Dzire,1,814041,EMI,Telangana,Hyderabad
ORD-MAR-20551,Maruti,e0de22404c9aea77,DLR-138,2024-11-04 18:18:22,Grand Vitara,1,1916450,Finance,West Bengal,Kolkata
ORD-MAR-20552,Maruti,866ca819f0759104,DLR-130,2024-11-10 14:32:04,Grand Vitara,2,2019213,Finance,Delhi NCR,Gurugram
ORD-MAR-20553,Maruti,f0572413ec505cb4,DLR-134,2025-06-01 21:04:15,Ignis,1,658001,Finance,Bihar,Patna
ORD-MAR-20554,Maruti,864461dd3561128a,DLR-122,2025-03-24 11:20:39,Ignis,1,648955,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20555,Maruti,9ec55b1b1a165dbd,DLR-143,2024-11-12 13:46:57,Brezza,1,1093988,Finance,Gujarat,Vadodara
ORD-MAR-20556,Maruti,e43ece915a9c21d2,DLR-131,2024-04-04 05:45:04,Ertiga,1,1179348,EMI,Rajasthan,Udaipur
ORD-MAR-20557,Maruti,2b15f79976d2ca1f,DLR-142,2024-01-19 06:33:43,Brezza,1,1021269,Finance,Maharashtra,Pune
ORD-MAR-20558,Maruti,d5252c548c4db81c,DLR-118,2024-01-29 00:17:11,Baleno,1,761599,Finance,Telangana,Nizamabad
ORD-MAR-20559,Maruti,090ed635e63fb167,DLR-140,2024-08-26 02:52:49,Baleno,1,783897,Finance,Bihar,Patna
ORD-MAR-20560,Maruti,d2ecd5e334f0e3eb,DLR-128,2025-08-27 14:59:52,Ignis,1,655477,Cash,Uttar Pradesh,Kanpur
ORD-MAR-20561,Maruti,3cf18369c7e486ed,DLR-108,2025-03-23 03:36:51,Brezza,1,1161446,Finance,West Bengal,Asansol
ORD-MAR-20562,Maruti,603b5fbfa702c351,DLR-126,2024-10-31 04:15:05,Grand Vitara,1,1885195,Finance,Bihar,Bhagalpur
ORD-MAR-20563,Maruti,88eb8a3dacc05c6c,DLR-141,2025-08-13 04:43:43,Brezza,1,1200465,EMI,Maharashtra,Mumbai
ORD-MAR-20564,Maruti,85d9fabc96c135c3,DLR-147,2024-04-14 02:37:53,WagonR,1,578290,EMI,Maharashtra,Mumbai
ORD-MAR-20565,Maruti,e2f96ecd09669491,DLR-116,2024-06-11 01:24:06,Ignis,1,650545,Finance,Telangana,Warangal
ORD-MAR-20566,Maruti,37c4bbd34fa7b666,DLR-112,2025-02-27 03:17:17,Alto,1,415577,Finance,Tamil Nadu,Chennai
ORD-MAR-20567,Maruti,2e22c548f1e0770e,DLR-149,2024-04-05 15:45:35,Brezza,1,1033965,EMI,Bihar,Gaya
ORD-MAR-20568,Maruti,347983f4e9c80747,DLR-135,2024-02-13 02:04:25,Brezza,1,969353,EMI,Delhi NCR,Gurugram
ORD-MAR-20569,Maruti,b02e350bfbda67b4,DLR-136,2025-08-09 20:01:25,Dzire,1,732505,Finance,Maharashtra,Pune
ORD-MAR-20570,Maruti,d1c29d9903dfd4aa,DLR-137,2024-02-12 19:59:30,Fronx,1,984090,EMI,Bihar,Patna
ORD-MAR-20571,Maruti,b86cdaeda7d62e06,DLR-124,2025-07-06 20:59:10,Fronx,1,1114788,Finance,Uttar Pradesh,Varanasi
ORD-MAR-20572,Maruti,ca82b9ee9af6cab2,DLR-115,2024-03-30 10:00:45,Fronx,1,909301,Finance,Karnataka,Bengaluru
ORD-MAR-20573,Maruti,1776d0492d14bc75,DLR-117,2025-03-10 02:41:49,Fronx,1,912185,Finance,Rajasthan,Jaipur
ORD-MAR-20574,Maruti,0d7d3efb9e648f5d,DLR-115,2025-03-10 00:38:34,Fronx,1,945721,Finance,Tamil Nadu,Madurai
ORD-MAR-20575,Maruti,83930958e43486c9,DLR-143,2024-06-24 01:36:14,WagonR,1,610812,Cash,Karnataka,Mysuru
ORD-MAR-20576,Maruti,5d31c4f70b4dfee6,DLR-143,2024-03-25 18:05:20,Brezza,1,1034021,Finance,Delhi NCR,Noida
ORD-MAR-20577,Maruti,bb3769de4d1921be,DLR-141,2025-03-03 22:01:07,Baleno,1,727691,Lease,West Bengal,Howrah
ORD-MAR-20578,Maruti,61452fb7926c9de1,DLR-127,2024-05-19 03:16:53,Grand Vitara,1,1696405,EMI,Bihar,Gaya
ORD-MAR-20579,Maruti,61a63be902711432,DLR-100,2024-11-09 00:00:13,Grand Vitara,1,2041336,EMI,Karnataka,Bengaluru
ORD-MAR-20580,Maruti,e82d6d0be20799c9,DLR-124,2025-02-12 00:12:51,Swift,1,665685,Lease,Maharashtra,Pune
ORD-MAR-20581,Maruti,537c9fd81cbc6533,DLR-143,2024-04-07 17:51:56,Swift,1,664961,EMI,Bihar,Patna
ORD-MAR-20582,Maruti,c19e6cde69d294e4,DLR-139,2024-09-09 09:11:15,Ertiga,1,1176382,Finance,Rajasthan,Jodhpur
ORD-MAR-20583,Maruti,940a329f86784076,DLR-139,2025-03-31 22:07:15,Brezza,1,1152623,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20584,Maruti,5d2162ca752eca7b,DLR-143,2025-08-12 16:50:08,Brezza,1,973897,Finance,Tamil Nadu,Madurai
ORD-MAR-20585,Maruti,90d301fb85306659,DLR-115,2025-07-07 11:13:21,Ertiga,1,1231931,Lease,Delhi NCR,New Delhi
ORD-MAR-20586,Maruti,79f13c425ee9991f,DLR-120,2024-01-26 13:29:49,Swift,1,713215,EMI,Karnataka,Bengaluru
ORD-MAR-20587,Maruti,6bd60bd92fda9d01,DLR-148,2024-09-19 12:07:33,Swift,1,755990,Finance,Gujarat,Vadodara
ORD-MAR-20588,Maruti,b5b6fb2d955bc7e2,DLR-133,2024-09-24 02:26:34,Fronx,1,1038113,EMI,Telangana,Warangal
ORD-MAR-20589,Maruti,348d606576efdb21,DLR-126,2024-04-29 20:59:39,Brezza,1,1035906,Finance,Karnataka,Bengaluru
ORD-MAR-20590,Maruti,60f6dd8085490261,DLR-115,2024-09-22 21:43:57,Dzire,1,677880,Finance,Delhi NCR,Gurugram
ORD-MAR-20591,Maruti,af9a4162ca456739,DLR-145,2025-01-09 06:04:52,Brezza,1,1039771,Cash,Tamil Nadu,Chennai
ORD-MAR-20592,Maruti,1a645ec5e1baba41,DLR-145,2025-03-20 00:03:38,Baleno,1,846791,EMI,Telangana,Hyderabad
ORD-MAR-20593,Maruti,675bdb58e46bf96e,DLR-117,2024-02-11 10:34:05,Fronx,1,883838,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20594,Maruti,5741d2b264d31ec1,DLR-136,2025-01-26 07:36:37,Grand Vitara,1,1778479,Finance,West Bengal,Asansol
ORD-MAR-20595,Maruti,e0f5a61dae117601,DLR-112,2024-08-24 17:05:02,Brezza,1,1061699,Finance,Maharashtra,Mumbai
ORD-MAR-20596,Maruti,5b44a93dabab50eb,DLR-137,2024-03-02 16:49:18,Grand Vitara,1,1672599,Cash,Bihar,Gaya
ORD-MAR-20597,Maruti,1cf5f2543dc97003,DLR-124,2024-10-25 01:04:37,WagonR,1,564266,Cash,West Bengal,Kolkata
ORD-MAR-20598,Maruti,30f6a1e9187d9975,DLR-134,2025-06-17 20:58:04,Swift,1,708524,Lease,Bihar,Bhagalpur
ORD-MAR-20599,Maruti,6992438ecddc19e2,DLR-144,2025-04-05 15:41:00,Fronx,1,1042495,EMI,Maharashtra,Nagpur
ORD-MAR-20600,Maruti,f00b6163cf54edd7,DLR-143,2025-04-09 23:18:02,Swift,1,667409,Finance,Rajasthan,Udaipur
ORD-MAR-20601,Maruti,33eadec4854e7bde,DLR-131,2025-07-28 08:37:41,Ignis,1,674505,Finance,Rajasthan,Jodhpur
ORD-MAR-20602,Maruti,b34620c65a2cc608,DLR-101,2024-06-07 08:09:40,Ignis,1,585789,Finance,Gujarat,Ahmedabad
ORD-MAR-20603,Maruti,edd49b9d8c28763f,DLR-120,2025-06-14 21:22:25,Brezza,1,1185435,Finance,Rajasthan,Jodhpur
ORD-MAR-20604,Maruti,64971408c1692d37,DLR-140,2024-06-12 00:14:26,Ertiga,1,1172895,Cash,Uttar Pradesh,Lucknow
ORD-MAR-20605,Maruti,ebfb95bd07c01756,DLR-111,2025-01-31 11:10:52,WagonR,1,489449,Lease,Karnataka,Mysuru
ORD-MAR-20606,Maruti,b54363e7e9daf0c5,DLR-111,2025-04-30 05:22:27,Dzire,1,680840,Finance,Maharashtra,Nagpur
ORD-MAR-20607,Maruti,181c4c27cb713a04,DLR-135,2025-01-14 20:59:40,Brezza,1,1126929,Finance,Karnataka,Mangalore
ORD-MAR-20608,Maruti,361df20eed8b2441,DLR-103,2025-05-12 10:25:01,Brezza,1,1221023,Finance,Maharashtra,Mumbai
ORD-MAR-20609,Maruti,0845e0d3b6029abb,DLR-109,2025-03-20 04:02:05,Ignis,1,660186,Finance,Tamil Nadu,Chennai
ORD-MAR-20610,Maruti,22553a92ea0e14fe,DLR-148,2025-07-31 18:17:43,Dzire,1,795668,Cash,Tamil Nadu,Coimbatore
ORD-MAR-20611,Maruti,39f25d8717c29118,DLR-142,2024-09-29 21:41:02,Fronx,1,1050941,EMI,Rajasthan,Jaipur
ORD-MAR-20612,Maruti,85694fa6e2847ac1,DLR-112,2024-02-28 23:16:45,WagonR,1,508731,EMI,Maharashtra,Pune
ORD-MAR-20613,Maruti,cbcf5be619b7eab2,DLR-100,2025-04-15 06:03:41,Swift,1,618043,EMI,Delhi NCR,Gurugram
ORD-MAR-20614,Maruti,4e9796e0854b2397,DLR-146,2025-02-01 00:37:47,Dzire,1,788300,Finance,Bihar,Gaya
ORD-MAR-20615,Maruti,0fc5da3b9567a3d4,DLR-140,2025-08-07 08:22:45,Baleno,1,883148,Finance,West Bengal,Kolkata
ORD-MAR-20616,Maruti,5491a2d017f36a08,DLR-134,2024-05-19 19:53:07,Dzire,1,679328,EMI,Delhi NCR,New Delhi
ORD-MAR-20617,Maruti,51b10b0e6d0d9142,DLR-142,2024-11-06 12:34:16,Fronx,1,1038264,Finance,Maharashtra,Mumbai
ORD-MAR-20618,Maruti,90824615d6d4b4ae,DLR-125,2025-04-17 13:53:38,Fronx,1,1098850,Cash,Rajasthan,Udaipur
ORD-MAR-20619,Maruti,c69c45c7bf9784d9,DLR-131,2024-04-19 17:17:09,Brezza,1,1202455,Finance,Telangana,Warangal
ORD-MAR-20620,Maruti,cd9c738b81d976a0,DLR-137,2025-06-15 09:26:25,Swift,1,758989,Finance,Rajasthan,Udaipur
ORD-MAR-20621,Maruti,3e80bc8619255ebe,DLR-144,2025-01-08 17:29:53,Ertiga,1,1161462,EMI,Telangana,Nizamabad
ORD-MAR-20622,Maruti,e8d30ca5a50f21e2,DLR-105,2024-06-13 13:25:31,Dzire,1,674411,Finance,Uttar Pradesh,Varanasi
ORD-MAR-20623,Maruti,d2379d3ef3459674,DLR-121,2025-05-13 01:05:56,Baleno,1,800782,Finance,West Bengal,Kolkata
ORD-MAR-20624,Maruti,d4d87ee5b5b7705d,DLR-133,2025-04-26 17:48:34,Swift,1,710221,EMI,West Bengal,Asansol
ORD-MAR-20625,Maruti,9b2c0b6397a15fcd,DLR-100,2025-05-08 09:44:40,WagonR,1,568518,Finance,West Bengal,Howrah
ORD-MAR-20626,Maruti,7244ac39609cb033,DLR-140,2024-06-24 20:31:24,Brezza,1,1176182,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20627,Maruti,c4ce75260c7d20e4,DLR-122,2024-02-09 03:30:04,Swift,1,745965,Finance,Gujarat,Vadodara
ORD-MAR-20628,Maruti,304ce1d0f1565f1b,DLR-145,2024-07-14 18:53:33,WagonR,1,551719,EMI,Rajasthan,Jaipur
ORD-MAR-20629,Maruti,04d349b39a07e61e,DLR-140,2024-04-24 04:22:02,Baleno,1,758208,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20630,Maruti,13c506ab948711ac,DLR-121,2025-02-11 20:46:26,Ignis,1,674990,Finance,Telangana,Hyderabad
ORD-MAR-20631,Maruti,a20053fc219292de,DLR-118,2024-09-15 07:13:09,Baleno,1,895489,EMI,Bihar,Patna
ORD-MAR-20632,Maruti,41e993c6000fa853,DLR-123,2025-04-12 20:58:21,Fronx,1,958530,Cash,Delhi NCR,Gurugram
ORD-MAR-20633,Maruti,8371002dd4d2293a,DLR-141,2024-06-05 03:02:36,Brezza,1,1134268,Finance,Karnataka,Bengaluru
ORD-MAR-20634,Maruti,0e2bf8a528747c84,DLR-132,2024-08-30 05:03:32,Fronx,1,1116469,EMI,Uttar Pradesh,Kanpur
ORD-MAR-20635,Maruti,65e72f558b74a56f,DLR-120,2025-07-28 20:18:52,Brezza,1,1060181,Finance,Gujarat,Ahmedabad
ORD-MAR-20636,Maruti,3281a2c82e1fe492,DLR-116,2024-09-06 18:46:09,Brezza,1,980950,Cash,Rajasthan,Jaipur
ORD-MAR-20637,Maruti,4f3f0dccf237677d,DLR-138,2024-06-03 12:53:04,Dzire,1,726205,Finance,Rajasthan,Udaipur
ORD-MAR-20638,Maruti,6aa688c963c2a0b8,DLR-108,2024-12-01 05:10:52,Swift,1,755389,EMI,Uttar Pradesh,Lucknow
ORD-MAR-20639,Maruti,609e301474c2a455,DLR-106,2024-08-15 01:48:58,Brezza,3,1008862,Finance,Karnataka,Bengaluru
ORD-MAR-20640,Maruti,79199f9b48b55bd8,DLR-105,2024-12-27 12:02:04,Dzire,1,723441,Finance,Bihar,Patna
ORD-MAR-20641,Maruti,76a6c428227a1452,DLR-140,2024-07-25 05:25:58,Alto,1,407632,Finance,Bihar,Bhagalpur
ORD-MAR-20642,Maruti,84787a7004c7d8fb,DLR-120,2025-03-21 21:36:09,Dzire,1,695818,EMI,Rajasthan,Udaipur
ORD-MAR-20643,Maruti,c1082fc85d2fd031,DLR-109,2024-08-23 18:51:43,Grand Vitara,1,2077626,Finance,Uttar Pradesh,Kanpur
ORD-MAR-20644,Maruti,f0fa80beca6bad10,DLR-103,2025-07-23 14:52:32,WagonR,1,550750,Finance,Maharashtra,Mumbai
ORD-MAR-20645,Maruti,09673f7854a90d87,DLR-148,2024-03-30 14:56:56,Alto,1,382367,Finance,Tamil Nadu,Madurai
ORD-MAR-20646,Maruti,40adb46780549130,DLR-141,2024-07-04 18:07:53,Dzire,1,778624,Lease,West Bengal,Kolkata
ORD-MAR-20647,Maruti,881e123afdf2bc64,DLR-112,2024-08-12 04:31:34,Alto,1,443493,Finance,Uttar Pradesh,Varanasi
ORD-MAR-20648,Maruti,04e22a5b55a8185c,DLR-115,2024-11-01 12:28:24,Dzire,1,756544,Finance,Bihar,Bhagalpur
ORD-MAR-20649,Maruti,28f3e9c270c73bc3,DLR-124,2025-03-26 11:50:41,Fronx,1,1070960,Finance,Uttar Pradesh,Kanpur
ORD-MAR-20650,Maruti,669cb08a62631759,DLR-139,2024-04-10 20:54:57,Brezza,1,1201720,Finance,Telangana,Hyderabad
ORD-MAR-20651,Maruti,eaef324f92d018eb,DLR-137,2025-01-21 05:19:54,Brezza,1,1216594,Finance,Bihar,Bhagalpur
ORD-MAR-20652,Maruti,9662c0153da17786,DLR-100,2024-03-26 10:18:49,WagonR,1,570795,Finance,Telangana,Hyderabad
ORD-MAR-20653,Maruti,9ca88785c379757a,DLR-108,2024-02-10 06:22:34,Fronx,1,909252,EMI,Gujarat,Ahmedabad
ORD-MAR-20654,Maruti,54f1bb3c60450504,DLR-134,2024-06-03 11:26:01,Fronx,1,1075800,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20655,Maruti,8af5285839608302,DLR-139,2024-11-10 20:03:19,Swift,1,715723,EMI,Bihar,Patna
ORD-MAR-20656,Maruti,a0c27b176cecd784,DLR-133,2024-11-10 14:04:16,WagonR,1,565069,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20657,Maruti,4e0dbd4731a97625,DLR-114,2024-08-27 02:19:51,Brezza,1,1133186,Finance,Telangana,Nizamabad
ORD-MAR-20658,Maruti,c04524e36b904cee,DLR-107,2024-12-11 08:21:25,Fronx,1,1102255,Cash,Rajasthan,Udaipur
ORD-MAR-20659,Maruti,f22bad8817c4e6f8,DLR-115,2024-10-06 22:01:56,Dzire,1,822205,Finance,Delhi NCR,Gurugram
ORD-MAR-20660,Maruti,13395ed10bb67878,DLR-138,2025-06-03 03:08:37,Fronx,1,1063227,Finance,Karnataka,Mysuru
ORD-MAR-20661,Maruti,f27455f86a5e3989,DLR-102,2024-12-07 02:32:30,Dzire,1,676600,Lease,Tamil Nadu,Chennai
ORD-MAR-20662,Maruti,2d2d8e51a5e5d2c8,DLR-135,2024-06-23 14:36:16,Baleno,1,822640,Finance,Tamil Nadu,Madurai
ORD-MAR-20663,Maruti,65f1e48bc3f0deca,DLR-101,2024-10-04 06:22:03,Grand Vitara,1,2011106,Finance,Bihar,Bhagalpur
ORD-MAR-20664,Maruti,4a885be13c7bfd7f,DLR-114,2025-03-07 16:07:11,Brezza,1,1204629,Finance,Uttar Pradesh,Kanpur
ORD-MAR-20665,Maruti,e9b9add01ebdbb9f,DLR-107,2024-04-16 21:13:08,Baleno,1,855703,Finance,Delhi NCR,New Delhi
ORD-MAR-20666,Maruti,92cd3aedf7e1831e,DLR-118,2025-07-27 11:41:38,Dzire,1,711505,Finance,Rajasthan,Jaipur
ORD-MAR-20667,Maruti,0d1255c67b0aa92d,DLR-143,2024-03-20 09:46:41,Brezza,1,1231811,Finance,Delhi NCR,Noida
ORD-MAR-20668,Maruti,ad830c10cbafc914,DLR-129,2024-03-29 06:42:55,Brezza,1,1075766,Finance,Maharashtra,Nagpur
